WARNING - utils.py - 2021-09-29 18:19:26,669 - No checkpoint found at ./checkpoints-meta/checkpoint.pth. Returned the same state as input
INFO - run_lib.py - 2021-09-29 18:19:30,456 - Starting training loop at step 0.
INFO - run_lib.py - 2021-09-29 23:32:47,865 - step: 9500, training_loss: 9.95078e+02
INFO - run_lib.py - 2021-09-29 23:32:48,522 - step: 9500, eval_loss: 1.77325e+03
INFO - run_lib.py - 2021-09-29 23:34:18,088 - step: 9550, training_loss: 2.88311e+02
INFO - run_lib.py - 2021-09-29 23:35:48,477 - step: 9600, training_loss: 2.32188e+03
INFO - run_lib.py - 2021-09-29 23:35:49,135 - step: 9600, eval_loss: 9.53483e+02
INFO - run_lib.py - 2021-09-29 23:37:18,333 - step: 9650, training_loss: 4.07028e+02
INFO - run_lib.py - 2021-09-29 23:38:48,930 - step: 9700, training_loss: 1.20402e+03
INFO - run_lib.py - 2021-09-29 23:38:49,713 - step: 9700, eval_loss: 1.93738e+03
INFO - run_lib.py - 2021-09-29 23:40:19,935 - step: 9750, training_loss: 2.80560e+03
INFO - run_lib.py - 2021-09-29 23:41:50,616 - step: 9800, training_loss: 1.25806e+03
INFO - run_lib.py - 2021-09-29 23:41:51,336 - step: 9800, eval_loss: 9.02325e+02
INFO - run_lib.py - 2021-09-29 23:43:21,286 - step: 9850, training_loss: 3.57346e+03
INFO - run_lib.py - 2021-09-29 23:44:50,849 - step: 9900, training_loss: 5.69323e+02
INFO - run_lib.py - 2021-09-29 23:44:51,634 - step: 9900, eval_loss: 1.65162e+03
INFO - run_lib.py - 2021-09-29 23:46:20,658 - step: 9950, training_loss: 1.04426e+03
INFO - run_lib.py - 2021-09-29 23:47:49,675 - step: 10000, training_loss: 8.14125e+02
INFO - run_lib.py - 2021-09-29 23:48:03,216 - step: 10000, eval_loss: 1.37784e+03
INFO - run_lib.py - 2021-09-30 00:27:17,132 - step: 10050, training_loss: 1.59750e+03
INFO - run_lib.py - 2021-09-30 00:28:48,294 - step: 10100, training_loss: 2.87592e+03
INFO - run_lib.py - 2021-09-30 00:28:49,002 - step: 10100, eval_loss: 2.08698e+03
INFO - run_lib.py - 2021-09-30 00:30:18,406 - step: 10150, training_loss: 2.75152e+03
INFO - run_lib.py - 2021-09-30 00:31:48,101 - step: 10200, training_loss: 5.72565e+02
INFO - run_lib.py - 2021-09-30 00:31:48,806 - step: 10200, eval_loss: 3.46723e+02
INFO - run_lib.py - 2021-09-30 00:33:19,483 - step: 10250, training_loss: 5.67216e+03
INFO - run_lib.py - 2021-09-30 00:34:48,300 - step: 10300, training_loss: 7.58852e+01
INFO - run_lib.py - 2021-09-30 00:34:49,005 - step: 10300, eval_loss: 3.24601e+03
INFO - run_lib.py - 2021-09-30 00:36:18,803 - step: 10350, training_loss: 2.52310e+02
INFO - run_lib.py - 2021-09-30 00:37:48,946 - step: 10400, training_loss: 2.33681e+03
INFO - run_lib.py - 2021-09-30 00:37:49,604 - step: 10400, eval_loss: 1.49486e+03
INFO - run_lib.py - 2021-09-30 00:39:19,395 - step: 10450, training_loss: 4.60208e+02
INFO - run_lib.py - 2021-09-30 00:40:48,215 - step: 10500, training_loss: 1.88405e+03
INFO - run_lib.py - 2021-09-30 00:40:48,922 - step: 10500, eval_loss: 2.30244e+03
INFO - run_lib.py - 2021-09-30 00:42:18,644 - step: 10550, training_loss: 1.25296e+03
INFO - run_lib.py - 2021-09-30 00:43:48,301 - step: 10600, training_loss: 2.23314e+03
INFO - run_lib.py - 2021-09-30 00:43:49,095 - step: 10600, eval_loss: 1.52842e+03
INFO - run_lib.py - 2021-09-30 00:45:20,022 - step: 10650, training_loss: 2.20940e+03
INFO - run_lib.py - 2021-09-30 00:46:49,096 - step: 10700, training_loss: 6.39272e+02
INFO - run_lib.py - 2021-09-30 00:46:49,761 - step: 10700, eval_loss: 1.77921e+03
INFO - run_lib.py - 2021-09-30 00:48:21,503 - step: 10750, training_loss: 5.38355e+02
INFO - run_lib.py - 2021-09-30 00:49:50,757 - step: 10800, training_loss: 2.61861e+03
INFO - run_lib.py - 2021-09-30 00:49:51,407 - step: 10800, eval_loss: 2.19808e+03
INFO - run_lib.py - 2021-09-30 00:51:19,922 - step: 10850, training_loss: 1.69670e+03
INFO - run_lib.py - 2021-09-30 00:52:49,634 - step: 10900, training_loss: 1.29405e+03
INFO - run_lib.py - 2021-09-30 00:52:50,364 - step: 10900, eval_loss: 3.07602e+02
INFO - run_lib.py - 2021-09-30 00:54:22,181 - step: 10950, training_loss: 1.82618e+03
INFO - run_lib.py - 2021-09-30 00:55:53,008 - step: 11000, training_loss: 1.49705e+03
INFO - run_lib.py - 2021-09-30 00:55:53,716 - step: 11000, eval_loss: 9.63813e+02
INFO - run_lib.py - 2021-09-30 00:57:24,526 - step: 11050, training_loss: 2.56318e+03
INFO - run_lib.py - 2021-09-30 00:58:55,091 - step: 11100, training_loss: 1.77678e+03
INFO - run_lib.py - 2021-09-30 00:58:55,767 - step: 11100, eval_loss: 1.83455e+03
INFO - run_lib.py - 2021-09-30 01:00:24,393 - step: 11150, training_loss: 7.01719e+02
INFO - run_lib.py - 2021-09-30 01:01:53,936 - step: 11200, training_loss: 2.37788e+02
INFO - run_lib.py - 2021-09-30 01:01:54,690 - step: 11200, eval_loss: 2.31320e+03
INFO - run_lib.py - 2021-09-30 01:03:23,028 - step: 11250, training_loss: 1.48767e+02
INFO - run_lib.py - 2021-09-30 01:04:51,955 - step: 11300, training_loss: 3.93327e+03
INFO - run_lib.py - 2021-09-30 01:04:52,686 - step: 11300, eval_loss: 4.89287e+03
INFO - run_lib.py - 2021-09-30 01:06:22,146 - step: 11350, training_loss: 6.76827e+01
INFO - run_lib.py - 2021-09-30 01:07:51,411 - step: 11400, training_loss: 9.41095e+02
INFO - run_lib.py - 2021-09-30 01:07:52,284 - step: 11400, eval_loss: 1.58814e+03
INFO - run_lib.py - 2021-09-30 01:09:21,818 - step: 11450, training_loss: 8.53542e+02
INFO - run_lib.py - 2021-09-30 01:10:52,160 - step: 11500, training_loss: 2.37283e+03
INFO - run_lib.py - 2021-09-30 01:10:52,818 - step: 11500, eval_loss: 9.39367e+02
INFO - run_lib.py - 2021-09-30 01:12:22,527 - step: 11550, training_loss: 1.68305e+03
INFO - run_lib.py - 2021-09-30 01:13:51,301 - step: 11600, training_loss: 2.83798e+03
INFO - run_lib.py - 2021-09-30 01:13:51,956 - step: 11600, eval_loss: 1.56204e+03
INFO - run_lib.py - 2021-09-30 01:15:22,248 - step: 11650, training_loss: 1.43386e+03
INFO - run_lib.py - 2021-09-30 01:16:53,174 - step: 11700, training_loss: 1.42159e+03
INFO - run_lib.py - 2021-09-30 01:16:53,843 - step: 11700, eval_loss: 1.21562e+03
INFO - run_lib.py - 2021-09-30 01:18:22,794 - step: 11750, training_loss: 2.98370e+03
INFO - run_lib.py - 2021-09-30 01:19:51,738 - step: 11800, training_loss: 8.72950e+02
INFO - run_lib.py - 2021-09-30 01:19:52,410 - step: 11800, eval_loss: 4.09433e+03
INFO - run_lib.py - 2021-09-30 01:21:20,735 - step: 11850, training_loss: 2.07180e+03
INFO - run_lib.py - 2021-09-30 01:22:51,657 - step: 11900, training_loss: 1.39346e+03
INFO - run_lib.py - 2021-09-30 01:22:52,322 - step: 11900, eval_loss: 5.45841e+01
INFO - run_lib.py - 2021-09-30 01:24:22,918 - step: 11950, training_loss: 1.73820e+03
INFO - run_lib.py - 2021-09-30 01:25:52,779 - step: 12000, training_loss: 1.19819e+03
INFO - run_lib.py - 2021-09-30 01:25:53,472 - step: 12000, eval_loss: 2.01870e+03
INFO - run_lib.py - 2021-09-30 01:27:22,880 - step: 12050, training_loss: 9.04253e+02
INFO - run_lib.py - 2021-09-30 01:28:52,413 - step: 12100, training_loss: 9.62424e+02
INFO - run_lib.py - 2021-09-30 01:28:53,068 - step: 12100, eval_loss: 1.18391e+03
INFO - run_lib.py - 2021-09-30 01:30:23,608 - step: 12150, training_loss: 3.25909e+03
INFO - run_lib.py - 2021-09-30 01:31:55,806 - step: 12200, training_loss: 2.74121e+03
INFO - run_lib.py - 2021-09-30 01:31:56,458 - step: 12200, eval_loss: 4.02137e+03
INFO - run_lib.py - 2021-09-30 01:33:27,382 - step: 12250, training_loss: 1.17512e+03
INFO - run_lib.py - 2021-09-30 01:34:59,971 - step: 12300, training_loss: 1.83285e+03
INFO - run_lib.py - 2021-09-30 01:35:00,626 - step: 12300, eval_loss: 1.45081e+03
INFO - run_lib.py - 2021-09-30 01:36:30,969 - step: 12350, training_loss: 2.55053e+03
INFO - run_lib.py - 2021-09-30 01:38:00,616 - step: 12400, training_loss: 3.46022e+03
INFO - run_lib.py - 2021-09-30 01:38:01,303 - step: 12400, eval_loss: 2.00668e+03
INFO - run_lib.py - 2021-09-30 01:39:31,382 - step: 12450, training_loss: 2.68631e+02
INFO - run_lib.py - 2021-09-30 01:41:02,510 - step: 12500, training_loss: 2.76684e+03
INFO - run_lib.py - 2021-09-30 01:41:03,159 - step: 12500, eval_loss: 6.32760e+02
INFO - run_lib.py - 2021-09-30 01:42:33,426 - step: 12550, training_loss: 1.89272e+03
INFO - run_lib.py - 2021-09-30 01:44:03,467 - step: 12600, training_loss: 8.91228e+02
INFO - run_lib.py - 2021-09-30 01:44:04,178 - step: 12600, eval_loss: 1.43456e+03
INFO - run_lib.py - 2021-09-30 01:45:35,594 - step: 12650, training_loss: 1.89689e+03
INFO - run_lib.py - 2021-09-30 01:47:06,801 - step: 12700, training_loss: 2.08716e+03
INFO - run_lib.py - 2021-09-30 01:47:07,452 - step: 12700, eval_loss: 1.51110e+03
INFO - run_lib.py - 2021-09-30 01:48:37,721 - step: 12750, training_loss: 4.02565e+03
INFO - run_lib.py - 2021-09-30 01:50:09,223 - step: 12800, training_loss: 5.41907e+02
INFO - run_lib.py - 2021-09-30 01:50:09,873 - step: 12800, eval_loss: 4.36086e+02
INFO - run_lib.py - 2021-09-30 01:51:41,207 - step: 12850, training_loss: 1.98387e+02
INFO - run_lib.py - 2021-09-30 01:53:12,894 - step: 12900, training_loss: 1.24967e+03
INFO - run_lib.py - 2021-09-30 01:53:13,600 - step: 12900, eval_loss: 1.98162e+03
INFO - run_lib.py - 2021-09-30 01:54:45,534 - step: 12950, training_loss: 4.28095e+02
INFO - run_lib.py - 2021-09-30 01:56:14,924 - step: 13000, training_loss: 7.56240e+02
INFO - run_lib.py - 2021-09-30 01:56:15,583 - step: 13000, eval_loss: 1.15568e+03
INFO - run_lib.py - 2021-09-30 01:57:46,271 - step: 13050, training_loss: 1.00229e+03
INFO - run_lib.py - 2021-09-30 01:59:16,530 - step: 13100, training_loss: 1.22541e+03
INFO - run_lib.py - 2021-09-30 01:59:17,232 - step: 13100, eval_loss: 2.98321e+03
INFO - run_lib.py - 2021-09-30 02:00:47,773 - step: 13150, training_loss: 1.79725e+03
INFO - run_lib.py - 2021-09-30 02:02:18,264 - step: 13200, training_loss: 1.66910e+03
INFO - run_lib.py - 2021-09-30 02:02:18,962 - step: 13200, eval_loss: 1.65832e+02
INFO - run_lib.py - 2021-09-30 02:03:49,722 - step: 13250, training_loss: 3.03315e+03
INFO - run_lib.py - 2021-09-30 02:05:20,425 - step: 13300, training_loss: 3.55941e+03
INFO - run_lib.py - 2021-09-30 02:05:21,080 - step: 13300, eval_loss: 2.19050e+03
INFO - run_lib.py - 2021-09-30 02:06:50,531 - step: 13350, training_loss: 2.51525e+03
INFO - run_lib.py - 2021-09-30 02:08:23,593 - step: 13400, training_loss: 4.49002e+02
INFO - run_lib.py - 2021-09-30 02:08:24,233 - step: 13400, eval_loss: 8.26065e+02
INFO - run_lib.py - 2021-09-30 02:09:56,222 - step: 13450, training_loss: 7.00362e+01
INFO - run_lib.py - 2021-09-30 02:11:28,685 - step: 13500, training_loss: 3.47344e+03
INFO - run_lib.py - 2021-09-30 02:11:29,373 - step: 13500, eval_loss: 2.40460e+03
INFO - run_lib.py - 2021-09-30 02:13:01,118 - step: 13550, training_loss: 2.39180e+03
INFO - run_lib.py - 2021-09-30 02:14:32,744 - step: 13600, training_loss: 1.77538e+03
INFO - run_lib.py - 2021-09-30 02:14:33,485 - step: 13600, eval_loss: 1.71926e+03
INFO - run_lib.py - 2021-09-30 02:16:05,917 - step: 13650, training_loss: 1.83711e+03
INFO - run_lib.py - 2021-09-30 02:17:35,572 - step: 13700, training_loss: 6.09977e+02
INFO - run_lib.py - 2021-09-30 02:17:36,218 - step: 13700, eval_loss: 1.16183e+03
INFO - run_lib.py - 2021-09-30 02:19:05,818 - step: 13750, training_loss: 2.53781e+03
INFO - run_lib.py - 2021-09-30 02:20:37,296 - step: 13800, training_loss: 9.00560e+02
INFO - run_lib.py - 2021-09-30 02:20:37,956 - step: 13800, eval_loss: 2.80667e+02
INFO - run_lib.py - 2021-09-30 02:22:07,462 - step: 13850, training_loss: 1.57851e+03
INFO - run_lib.py - 2021-09-30 02:23:39,068 - step: 13900, training_loss: 4.47197e+02
INFO - run_lib.py - 2021-09-30 02:23:39,726 - step: 13900, eval_loss: 1.11831e+03
INFO - run_lib.py - 2021-09-30 02:25:09,680 - step: 13950, training_loss: 1.68515e+03
INFO - run_lib.py - 2021-09-30 02:26:39,928 - step: 14000, training_loss: 1.14199e+03
INFO - run_lib.py - 2021-09-30 02:26:40,639 - step: 14000, eval_loss: 1.20417e+03
INFO - run_lib.py - 2021-09-30 02:28:13,894 - step: 14050, training_loss: 2.52466e+02
INFO - run_lib.py - 2021-09-30 02:29:43,981 - step: 14100, training_loss: 2.40805e+03
INFO - run_lib.py - 2021-09-30 02:29:44,692 - step: 14100, eval_loss: 1.70620e+03
INFO - run_lib.py - 2021-09-30 02:31:15,724 - step: 14150, training_loss: 1.44736e+03
INFO - run_lib.py - 2021-09-30 02:32:47,124 - step: 14200, training_loss: 3.03279e+02
INFO - run_lib.py - 2021-09-30 02:32:47,832 - step: 14200, eval_loss: 2.56184e+03
INFO - run_lib.py - 2021-09-30 02:34:17,870 - step: 14250, training_loss: 2.02440e+03
INFO - run_lib.py - 2021-09-30 02:35:47,105 - step: 14300, training_loss: 7.85501e+01
INFO - run_lib.py - 2021-09-30 02:35:47,773 - step: 14300, eval_loss: 2.33862e+03
INFO - run_lib.py - 2021-09-30 02:37:16,549 - step: 14350, training_loss: 3.09432e+02
INFO - run_lib.py - 2021-09-30 02:38:47,042 - step: 14400, training_loss: 2.29700e+03
INFO - run_lib.py - 2021-09-30 02:38:47,715 - step: 14400, eval_loss: 1.67863e+03
INFO - run_lib.py - 2021-09-30 02:40:17,367 - step: 14450, training_loss: 2.07090e+03
INFO - run_lib.py - 2021-09-30 02:41:49,574 - step: 14500, training_loss: 1.91409e+03
INFO - run_lib.py - 2021-09-30 02:41:50,339 - step: 14500, eval_loss: 3.60317e+02
INFO - run_lib.py - 2021-09-30 02:43:20,689 - step: 14550, training_loss: 3.11671e+03
INFO - run_lib.py - 2021-09-30 02:44:51,406 - step: 14600, training_loss: 1.36320e+03
INFO - run_lib.py - 2021-09-30 02:44:52,067 - step: 14600, eval_loss: 1.86017e+03
INFO - run_lib.py - 2021-09-30 02:46:23,085 - step: 14650, training_loss: 9.26022e+02
INFO - run_lib.py - 2021-09-30 02:47:53,127 - step: 14700, training_loss: 2.60178e+03
INFO - run_lib.py - 2021-09-30 02:47:53,771 - step: 14700, eval_loss: 2.02460e+03
INFO - run_lib.py - 2021-09-30 02:49:25,846 - step: 14750, training_loss: 2.49078e+02
INFO - run_lib.py - 2021-09-30 02:50:56,692 - step: 14800, training_loss: 7.03019e+02
INFO - run_lib.py - 2021-09-30 02:50:57,338 - step: 14800, eval_loss: 1.79244e+03
INFO - run_lib.py - 2021-09-30 02:52:28,011 - step: 14850, training_loss: 1.49831e+03
INFO - run_lib.py - 2021-09-30 02:53:58,952 - step: 14900, training_loss: 2.02195e+03
INFO - run_lib.py - 2021-09-30 02:53:59,614 - step: 14900, eval_loss: 1.94498e+03
INFO - run_lib.py - 2021-09-30 02:55:27,981 - step: 14950, training_loss: 5.68873e+02
INFO - run_lib.py - 2021-09-30 02:56:57,815 - step: 15000, training_loss: 1.55680e+03
INFO - run_lib.py - 2021-09-30 02:57:11,337 - step: 15000, eval_loss: 2.15542e+03
INFO - run_lib.py - 2021-09-30 03:36:48,751 - step: 15050, training_loss: 6.44447e+02
INFO - run_lib.py - 2021-09-30 03:38:23,122 - step: 15100, training_loss: 1.02954e+03
INFO - run_lib.py - 2021-09-30 03:38:23,783 - step: 15100, eval_loss: 1.57473e+02
INFO - run_lib.py - 2021-09-30 03:39:53,357 - step: 15150, training_loss: 1.26541e+03
INFO - run_lib.py - 2021-09-30 03:41:21,949 - step: 15200, training_loss: 2.07072e+03
INFO - run_lib.py - 2021-09-30 03:41:22,680 - step: 15200, eval_loss: 2.33385e+03
INFO - run_lib.py - 2021-09-30 03:42:52,901 - step: 15250, training_loss: 1.08788e+03
INFO - run_lib.py - 2021-09-30 03:44:22,726 - step: 15300, training_loss: 1.55336e+03
INFO - run_lib.py - 2021-09-30 03:44:23,405 - step: 15300, eval_loss: 2.17352e+03
INFO - run_lib.py - 2021-09-30 03:45:52,996 - step: 15350, training_loss: 8.29032e+02
INFO - run_lib.py - 2021-09-30 03:47:20,988 - step: 15400, training_loss: 3.44176e+02
INFO - run_lib.py - 2021-09-30 03:47:21,764 - step: 15400, eval_loss: 8.33659e+02
INFO - run_lib.py - 2021-09-30 03:48:52,608 - step: 15450, training_loss: 1.38161e+03
INFO - run_lib.py - 2021-09-30 03:50:22,904 - step: 15500, training_loss: 2.22295e+03
INFO - run_lib.py - 2021-09-30 03:50:23,615 - step: 15500, eval_loss: 1.28953e+03
INFO - run_lib.py - 2021-09-30 03:51:53,756 - step: 15550, training_loss: 2.02394e+03
INFO - run_lib.py - 2021-09-30 03:53:24,510 - step: 15600, training_loss: 4.72821e+02
INFO - run_lib.py - 2021-09-30 03:53:25,293 - step: 15600, eval_loss: 1.21557e+03
INFO - run_lib.py - 2021-09-30 03:54:55,945 - step: 15650, training_loss: 2.48418e+02
INFO - run_lib.py - 2021-09-30 03:56:26,766 - step: 15700, training_loss: 2.89508e+03
INFO - run_lib.py - 2021-09-30 03:56:27,438 - step: 15700, eval_loss: 8.34524e+02
INFO - run_lib.py - 2021-09-30 03:57:57,612 - step: 15750, training_loss: 1.46510e+03
INFO - run_lib.py - 2021-09-30 03:59:26,833 - step: 15800, training_loss: 3.41675e+02
INFO - run_lib.py - 2021-09-30 03:59:27,655 - step: 15800, eval_loss: 2.80732e+03
INFO - run_lib.py - 2021-09-30 04:00:58,350 - step: 15850, training_loss: 1.04643e+03
INFO - run_lib.py - 2021-09-30 04:02:28,025 - step: 15900, training_loss: 2.79845e+02
INFO - run_lib.py - 2021-09-30 04:02:28,688 - step: 15900, eval_loss: 1.53996e+03
INFO - run_lib.py - 2021-09-30 04:03:57,810 - step: 15950, training_loss: 1.28333e+03
INFO - run_lib.py - 2021-09-30 04:05:27,745 - step: 16000, training_loss: 2.07061e+03
INFO - run_lib.py - 2021-09-30 04:05:28,473 - step: 16000, eval_loss: 7.42325e+02
INFO - run_lib.py - 2021-09-30 04:06:57,943 - step: 16050, training_loss: 4.08161e+02
INFO - run_lib.py - 2021-09-30 04:08:27,573 - step: 16100, training_loss: 4.48731e+02
INFO - run_lib.py - 2021-09-30 04:08:28,299 - step: 16100, eval_loss: 4.00164e+02
INFO - run_lib.py - 2021-09-30 04:09:56,997 - step: 16150, training_loss: 1.68958e+02
INFO - run_lib.py - 2021-09-30 04:11:26,023 - step: 16200, training_loss: 3.39838e+03
INFO - run_lib.py - 2021-09-30 04:11:26,677 - step: 16200, eval_loss: 1.12208e+03
INFO - run_lib.py - 2021-09-30 04:12:55,776 - step: 16250, training_loss: 8.01887e+02
INFO - run_lib.py - 2021-09-30 04:14:24,227 - step: 16300, training_loss: 3.81809e+02
INFO - run_lib.py - 2021-09-30 04:14:24,868 - step: 16300, eval_loss: 2.88394e+03
INFO - run_lib.py - 2021-09-30 04:15:53,548 - step: 16350, training_loss: 1.79780e+02
INFO - run_lib.py - 2021-09-30 04:17:22,275 - step: 16400, training_loss: 3.06028e+03
INFO - run_lib.py - 2021-09-30 04:17:23,075 - step: 16400, eval_loss: 7.57839e+02
INFO - run_lib.py - 2021-09-30 04:18:51,330 - step: 16450, training_loss: 8.48063e+02
INFO - run_lib.py - 2021-09-30 04:20:20,415 - step: 16500, training_loss: 4.97709e+02
INFO - run_lib.py - 2021-09-30 04:20:21,068 - step: 16500, eval_loss: 1.26671e+03
INFO - run_lib.py - 2021-09-30 04:21:50,027 - step: 16550, training_loss: 2.23160e+03
INFO - run_lib.py - 2021-09-30 04:23:18,566 - step: 16600, training_loss: 6.59136e+02
INFO - run_lib.py - 2021-09-30 04:23:19,214 - step: 16600, eval_loss: 7.07723e+02
INFO - run_lib.py - 2021-09-30 04:24:47,998 - step: 16650, training_loss: 3.05319e+03
INFO - run_lib.py - 2021-09-30 04:26:17,107 - step: 16700, training_loss: 1.08839e+03
INFO - run_lib.py - 2021-09-30 04:26:17,807 - step: 16700, eval_loss: 1.34697e+02
INFO - run_lib.py - 2021-09-30 04:27:46,518 - step: 16750, training_loss: 1.46949e+03
INFO - run_lib.py - 2021-09-30 04:29:15,555 - step: 16800, training_loss: 1.83330e+03
INFO - run_lib.py - 2021-09-30 04:29:16,243 - step: 16800, eval_loss: 9.09606e+02
INFO - run_lib.py - 2021-09-30 04:30:46,483 - step: 16850, training_loss: 4.04520e+02
INFO - run_lib.py - 2021-09-30 04:32:17,428 - step: 16900, training_loss: 3.80424e+02
INFO - run_lib.py - 2021-09-30 04:32:18,088 - step: 16900, eval_loss: 2.27063e+03
INFO - run_lib.py - 2021-09-30 04:33:48,125 - step: 16950, training_loss: 4.33818e+03
INFO - run_lib.py - 2021-09-30 04:35:17,720 - step: 17000, training_loss: 1.02229e+03
INFO - run_lib.py - 2021-09-30 04:35:18,376 - step: 17000, eval_loss: 1.92961e+03
INFO - run_lib.py - 2021-09-30 04:36:47,371 - step: 17050, training_loss: 7.91790e+02
INFO - run_lib.py - 2021-09-30 04:38:18,330 - step: 17100, training_loss: 2.85384e+03
INFO - run_lib.py - 2021-09-30 04:38:18,993 - step: 17100, eval_loss: 3.33801e+03
INFO - run_lib.py - 2021-09-30 04:39:49,147 - step: 17150, training_loss: 1.16606e+03
INFO - run_lib.py - 2021-09-30 04:41:21,314 - step: 17200, training_loss: 9.25179e+02
INFO - run_lib.py - 2021-09-30 04:41:21,969 - step: 17200, eval_loss: 1.06385e+03
INFO - run_lib.py - 2021-09-30 04:42:52,023 - step: 17250, training_loss: 1.52180e+03
INFO - run_lib.py - 2021-09-30 04:44:23,294 - step: 17300, training_loss: 2.48421e+03
INFO - run_lib.py - 2021-09-30 04:44:23,952 - step: 17300, eval_loss: 1.38318e+02
INFO - run_lib.py - 2021-09-30 04:45:53,447 - step: 17350, training_loss: 1.77469e+03
INFO - run_lib.py - 2021-09-30 04:47:22,580 - step: 17400, training_loss: 1.64691e+03
INFO - run_lib.py - 2021-09-30 04:47:23,315 - step: 17400, eval_loss: 1.67978e+03
INFO - run_lib.py - 2021-09-30 04:48:52,400 - step: 17450, training_loss: 1.00200e+03
INFO - run_lib.py - 2021-09-30 04:50:22,357 - step: 17500, training_loss: 3.17061e+03
INFO - run_lib.py - 2021-09-30 04:50:23,007 - step: 17500, eval_loss: 2.80693e+03
INFO - run_lib.py - 2021-09-30 04:51:51,442 - step: 17550, training_loss: 1.64868e+03
INFO - run_lib.py - 2021-09-30 04:53:21,159 - step: 17600, training_loss: 1.09711e+03
INFO - run_lib.py - 2021-09-30 04:53:21,845 - step: 17600, eval_loss: 2.45792e+02
INFO - run_lib.py - 2021-09-30 04:54:50,791 - step: 17650, training_loss: 1.37030e+03
INFO - run_lib.py - 2021-09-30 04:56:21,073 - step: 17700, training_loss: 1.19836e+02
INFO - run_lib.py - 2021-09-30 04:56:21,721 - step: 17700, eval_loss: 2.44296e+03
INFO - run_lib.py - 2021-09-30 04:57:50,406 - step: 17750, training_loss: 1.09115e+03
INFO - run_lib.py - 2021-09-30 04:59:19,815 - step: 17800, training_loss: 1.97822e+03
INFO - run_lib.py - 2021-09-30 04:59:20,465 - step: 17800, eval_loss: 2.39744e+03
INFO - run_lib.py - 2021-09-30 05:00:50,179 - step: 17850, training_loss: 3.83585e+03
INFO - run_lib.py - 2021-09-30 05:02:19,406 - step: 17900, training_loss: 1.72096e+03
INFO - run_lib.py - 2021-09-30 05:02:20,128 - step: 17900, eval_loss: 3.40591e+03
INFO - run_lib.py - 2021-09-30 05:03:51,002 - step: 17950, training_loss: 2.57416e+02
INFO - run_lib.py - 2021-09-30 05:05:22,820 - step: 18000, training_loss: 1.54277e+03
INFO - run_lib.py - 2021-09-30 05:05:23,504 - step: 18000, eval_loss: 3.62640e+03
INFO - run_lib.py - 2021-09-30 05:06:55,820 - step: 18050, training_loss: 2.15568e+03
INFO - run_lib.py - 2021-09-30 05:08:27,559 - step: 18100, training_loss: 3.76849e+03
INFO - run_lib.py - 2021-09-30 05:08:28,273 - step: 18100, eval_loss: 2.58181e+02
INFO - run_lib.py - 2021-09-30 05:09:58,407 - step: 18150, training_loss: 3.11483e+03
INFO - run_lib.py - 2021-09-30 05:11:28,517 - step: 18200, training_loss: 1.00667e+03
INFO - run_lib.py - 2021-09-30 05:11:29,171 - step: 18200, eval_loss: 2.40496e+03
INFO - run_lib.py - 2021-09-30 05:12:58,196 - step: 18250, training_loss: 2.74822e+03
INFO - run_lib.py - 2021-09-30 05:14:26,572 - step: 18300, training_loss: 1.08643e+03
INFO - run_lib.py - 2021-09-30 05:14:27,225 - step: 18300, eval_loss: 1.03570e+03
INFO - run_lib.py - 2021-09-30 05:15:55,885 - step: 18350, training_loss: 2.43827e+03
INFO - run_lib.py - 2021-09-30 05:17:24,813 - step: 18400, training_loss: 2.09982e+03
INFO - run_lib.py - 2021-09-30 05:17:25,481 - step: 18400, eval_loss: 1.75903e+03
INFO - run_lib.py - 2021-09-30 05:18:54,679 - step: 18450, training_loss: 2.18850e+02
INFO - run_lib.py - 2021-09-30 05:20:24,068 - step: 18500, training_loss: 3.04939e+03
INFO - run_lib.py - 2021-09-30 05:20:24,781 - step: 18500, eval_loss: 5.62195e+02
INFO - run_lib.py - 2021-09-30 05:21:53,219 - step: 18550, training_loss: 7.90197e+02
INFO - run_lib.py - 2021-09-30 05:23:22,585 - step: 18600, training_loss: 6.50506e+02
INFO - run_lib.py - 2021-09-30 05:23:23,227 - step: 18600, eval_loss: 1.23797e+03
INFO - run_lib.py - 2021-09-30 05:24:53,440 - step: 18650, training_loss: 9.46232e+02
INFO - run_lib.py - 2021-09-30 05:26:22,756 - step: 18700, training_loss: 1.85895e+03
INFO - run_lib.py - 2021-09-30 05:26:23,412 - step: 18700, eval_loss: 1.54087e+03
INFO - run_lib.py - 2021-09-30 05:27:52,106 - step: 18750, training_loss: 8.67395e+02
INFO - run_lib.py - 2021-09-30 05:29:21,769 - step: 18800, training_loss: 7.70761e+02
INFO - run_lib.py - 2021-09-30 05:29:22,430 - step: 18800, eval_loss: 1.16405e+03
INFO - run_lib.py - 2021-09-30 05:30:51,920 - step: 18850, training_loss: 2.01175e+03
INFO - run_lib.py - 2021-09-30 05:32:19,974 - step: 18900, training_loss: 2.07131e+03
INFO - run_lib.py - 2021-09-30 05:32:20,637 - step: 18900, eval_loss: 1.84028e+03
INFO - run_lib.py - 2021-09-30 05:33:49,797 - step: 18950, training_loss: 1.34353e+03
INFO - run_lib.py - 2021-09-30 05:35:19,041 - step: 19000, training_loss: 5.62786e+02
INFO - run_lib.py - 2021-09-30 05:35:19,905 - step: 19000, eval_loss: 1.13292e+03
